[general]
cycle time;85
key;Rudolfplatz
subkey;SP1
offset;0
[links]
FZ11;31722493#0_0;
FZ11;31722493#0_1;
FZ12;31722493#0_2;
FZ12;31722493#0_3;
FZ13;25624801;
FZ21;31722494#0;
FZ22;7975436#0_0;
FZ22;7975436#0_1;
FZ23;7975436#0_2;
FZ31;31722495#0_0;
FZ31;31722495#0_1;
FZ31;31722495#0_2;
FZ32;31722495#0_3;
FZ32;31722495#0_4;
FZ33;292081334;
FZ41;7975437#0;
FZ42;30128601#0;
FZ43;251033316#0;
[signal groups]
id;on1;off1;transOn;transOff
FZ11;7;22;1;3
FZ12;10;35;1;3
FZ13;1;38;1;3
FZ21;44;53;1;3
FZ22;41;75;1;3
FZ23;84;5;1;3
FZ31;7;31;1;3
FZ32;19;31;1;3
FZ33;69;35;1;3
FZ41;60;80;1;3
FZ42;40;1;1;3
FZ43;67;1;1;3
