"osm_id","type","population"
672831826,"residential",3
672831827,"residential",4
672831828,"residential",4
212345631,"residential",11
672831829,"residential",3
136504789,"hospital",4
672831830,"residential",4
672831834,"residential",2
672831838,"residential",4
672831835,"residential",2
672831837,"residential",2
317906530,"residential",0
672831839,"residential",2
672831845,"residential",3
672831846,"residential",2
672831847,"residential",2
672831848,"residential",2
672831853,"residential",3
672831854,"residential",3
672831855,"residential",3
672831856,"residential",2
672831857,"residential",2
672831865,"residential",4
672831866,"residential",4
672831867,"residential",1
672831868,"residential",4
672831869,"residential",4
672831870,"residential",4
212345626,"residential",9
672831871,"residential",4
672831872,"residential",5
537585384,"residential",10
403460359,"residential",8
484761757,"residential",9
535473353,"residential",9
535854756,"residential",9
535854765,"residential",8
535854788,"residential",12
535854835,"residential",8
535854839,"residential",8
535854841,"residential",8
535854871,"residential",11
449116660,"residential",14
671198791,"residential",10
671198803,"residential",8
671198817,"residential",10
671198848,"residential",17
671198849,"residential",10
671198850,"residential",15
671198851,"residential",18
671198852,"residential",11
671198853,"residential",17
671198854,"residential",17
671198856,"residential",12
671198857,"residential",8
671198858,"residential",8
671198859,"residential",9
671198861,"residential",9
552479339,"downtown",8
552479341,"downtown",8
671198862,"residential",9
671198863,"residential",8
671198864,"residential",9
671198865,"residential",9
671482963,"residential",8
672824149,"residential",22
512950993,"residential",9
340603786,"residential",9
671467613,"residential",10
674380144,"residential",9
85131427,"residential",12
85131430,"residential",10
120144389,"residential",13
671454446,"residential",8
285741549,"residential",14
671454406,"residential",8
671454410,"residential",19
671454412,"residential",8
671454415,"residential",12
317906633,"residential",0
671454417,"residential",10
671454418,"residential",9
671454419,"residential",9
671454420,"residential",8
177341888,"residential",1
671454421,"residential",8
671454422,"residential",10
331182198,"residential",2
673048016,"residential",2
317906314,"residential",0
672831824,"residential",2
672831825,"residential",4
672831836,"residential",4
672831819,"residential",2
672831820,"residential",3
672831821,"residential",2
672831822,"residential",3
672831823,"residential",5
672831833,"residential",5
672831842,"residential",2
672831843,"residential",1
672831844,"residential",3
672831851,"residential",1
672831852,"residential",7
672831860,"residential",1
672831861,"residential",2
672831862,"residential",5
672831863,"residential",4
65155467,"downtown",17
672831864,"residential",6
673034917,"residential",5
673034924,"residential",7
673034902,"residential",1
673034905,"residential",1
673034907,"residential",2
673034909,"residential",2
673034913,"residential",1
673034915,"residential",2
673034920,"residential",2
673034922,"residential",7
671454423,"residential",12
671454427,"residential",10
671454428,"residential",11
671454430,"residential",14
671454432,"residential",9
671454433,"residential",18
671454435,"residential",9
671454444,"residential",15
671454445,"residential",11
671454448,"residential",11
671454449,"residential",17
671454450,"residential",18
671454451,"residential",14
671454460,"residential",23
671454467,"residential",9
671454540,"residential",8
671490987,"residential",9
671490988,"residential",19
671490989,"residential",13
671490990,"residential",8
672443805,"residential",18
674383198,"residential",14
674383199,"residential",17
674383202,"residential",9
671467584,"residential",8
674380046,"residential",9
674380152,"residential",10
674380153,"residential",8
671476770,"residential",8
674383210,"residential",9
449116652,"residential",8
538485016,"residential",11
448994168,"residential",8
448994174,"residential",19
512950999,"residential",9
453357657,"downtown",9
521639695,"downtown",17
521639697,"downtown",12
538403835,"residential",9
449592471,"residential",13
449592473,"residential",17
521639698,"downtown",14
449592479,"residential",19
448994178,"residential",12
512950994,"residential",9
512951001,"residential",9
307276518,"residential",17
307276521,"residential",10
674412601,"residential",8
674412613,"residential",23
674412615,"residential",23
674412616,"residential",22
674412618,"residential",15
674412620,"residential",15
521639768,"downtown",10
521639772,"downtown",8
521639773,"downtown",11
552459100,"downtown",8
672818718,"downtown",12
332889905,"downtown",15
339235071,"downtown",15
339235083,"downtown",8
339235086,"downtown",8
339235089,"downtown",9
674412576,"residential",19
671853466,"downtown",9
552237932,"downtown",57
552463262,"downtown",43
671853469,"downtown",14
671853471,"downtown",23
256677046,"residential",2
672831946,"residential",3
674365978,"residential",1
672831815,"residential",2
672831816,"residential",3
672831817,"residential",3
672831818,"residential",4
672831904,"residential",3
672831905,"residential",2
672831906,"residential",4
672831943,"residential",3
672831944,"residential",1
672831945,"residential",1
673034877,"residential",3
673034879,"residential",2
673034881,"residential",2
673034883,"residential",1
673034885,"residential",1
673034887,"residential",1
673034889,"residential",2
673034761,"residential",2
673034763,"residential",1
673034892,"residential",2
673034894,"residential",3
673034896,"residential",2
673034898,"residential",2
673034900,"residential",2
673034926,"residential",2
673034928,"residential",1
673034934,"residential",2
672832051,"residential",3
672832052,"residential",5
672808325,"downtown",14
317906655,"residential",0
671764971,"residential",17
671767634,"residential",8
671976337,"residential",10
674412567,"residential",10
457351404,"residential",1
457351409,"residential",2
457351413,"residential",0
694008213,"residential",0
457351411,"residential",1
694008212,"residential",0
457351398,"residential",1
694008218,"residential",0
674412575,"residential",10
674412582,"residential",20
674412583,"residential",11
674412584,"residential",10
674412589,"residential",13
674412591,"residential",14
317906682,"residential",0
529906501,"residential",9
529906502,"residential",9
529906503,"residential",9
529924909,"residential",9
672818721,"downtown",8
531264666,"residential",11
672821844,"residential",13
672821867,"residential",9
672818723,"downtown",9
209494422,"residential",17
371177009,"residential",23
671492048,"residential",8
671494427,"residential",8
671765126,"residential",8
671765153,"residential",12
352628638,"residential",10
255518425,"residential",0
217946417,"residential",8
508600624,"residential",28
535392816,"residential",47
535392817,"residential",62
537876617,"residential",39
448994181,"residential",26
449592482,"residential",35
671467542,"residential",26
120114740,"residential",31
512950986,"residential",43
85255282,"residential",37
671454425,"residential",35
671454459,"residential",30
448994176,"residential",37
512950988,"residential",38
512950990,"residential",28
307276516,"residential",26
307276520,"residential",35
307276528,"residential",27
672821846,"residential",36
60782853,"residential",100
482187866,"residential",2
482187867,"residential",1
482187868,"residential",1
482187870,"residential",1
482187871,"residential",3
256672311,"residential",5
256673242,"residential",7
256618723,"residential",7
256672193,"residential",5
256672206,"residential",3
488684600,"residential",0
374563324,"hospital",27
671776714,"downtown",11
104862182,"downtown",67
256672246,"residential",3
317906143,"residential",2
256672256,"residential",3
256672278,"residential",10
256672285,"residential",12
256672632,"residential",5
256673133,"residential",8
256673227,"residential",8
256672164,"residential",5
256672189,"residential",3
672831933,"residential",2
672831947,"residential",2
672831949,"residential",1
672831950,"residential",2
672831951,"residential",2
672831952,"residential",2
674365974,"residential",0
674365975,"residential",2
672831903,"residential",3
672831911,"residential",2
672831912,"residential",2
672831913,"residential",3
672831914,"residential",3
672831915,"residential",2
672831924,"residential",2
674365976,"residential",3
672831925,"residential",3
673034853,"residential",3
673034857,"residential",8
327411724,"residential",7
673036922,"residential",2
673036925,"residential",1
673036926,"residential",2
674365977,"residential",2
824525278,"residential",4
673034845,"residential",0
673034851,"residential",2
673034855,"residential",2
673034861,"residential",2
673034866,"residential",2
673034868,"residential",2
673034870,"residential",1
673034872,"residential",2
673034874,"residential",1
674365997,"residential",0
674365998,"residential",2
673034936,"residential",1
673034938,"residential",1
673034940,"residential",0
673034942,"residential",1
673034944,"residential",2
673034946,"residential",2
673034948,"residential",2
673034950,"residential",1
457351408,"residential",0
694008214,"residential",1
457351405,"residential",4
694008215,"residential",3
526337191,"residential",0
526337193,"residential",2
526337195,"residential",1
673043025,"residential",2
536587480,"residential",2
536723403,"residential",5
255518421,"residential",7
255518423,"residential",5
255527820,"residential",8
177297149,"residential",1
178597342,"residential",2
178597344,"residential",2
178597345,"residential",2
178638377,"residential",2
178638406,"residential",2
178667536,"residential",1
178667542,"residential",1
178667543,"residential",2
178667562,"residential",4
178678815,"residential",1
177272149,"residential",9
177304367,"residential",9
177268491,"residential",1
672831931,"residential",3
672831936,"residential",3
672831937,"residential",2
672831938,"residential",2
672831953,"residential",1
672831954,"residential",1
672831955,"residential",2
672831956,"residential",1
672831957,"residential",1
672831958,"residential",1
674365971,"residential",1
674365972,"residential",2
674365973,"residential",3
672831917,"residential",1
672831918,"residential",1
672831919,"residential",0
672831920,"residential",1
672831921,"residential",1
672831922,"residential",1
672831923,"residential",1
672831930,"residential",10
673034839,"residential",1
674365991,"residential",1
674365994,"residential",1
674365995,"residential",1
354672658,"residential",3
672831887,"residential",1
672831896,"residential",1
673034835,"residential",3
673034837,"residential",5
673034847,"residential",2
673034849,"residential",3
674365987,"residential",1
674365988,"residential",1
674365996,"residential",5
673034952,"residential",2
673034953,"residential",2
672831927,"residential",0
672831928,"residential",0
672831929,"residential",1
674365985,"residential",0
674365986,"residential",1
488493286,"residential",0
488493287,"residential",0
493805863,"residential",2
493805864,"residential",1
184820519,"residential",2
673044745,"residential",1
673048057,"residential",2
673048058,"residential",2
674371522,"residential",6
674375580,"residential",4
673044736,"residential",2
673044737,"residential",0
673044742,"residential",4
674371538,"residential",1
674371539,"residential",1
674376382,"residential",1
674376383,"residential",2
674376384,"residential",2
674376385,"residential",4
674376386,"residential",4
672831939,"residential",2
672831940,"residential",2
672831942,"residential",7
672831959,"residential",2
672831960,"residential",2
672831963,"residential",3
672831966,"residential",3
672831967,"residential",2
672831974,"residential",5
674365993,"residential",2
672831893,"residential",0
672831894,"residential",0
672831926,"residential",0
672831888,"residential",2
672831889,"residential",1
672831890,"residential",1
672831891,"residential",2
672831892,"residential",2
672831898,"residential",2
672831901,"residential",2
672831902,"residential",0
674365989,"residential",1
674365990,"residential",1
673048059,"residential",2
673048064,"residential",4
673048070,"residential",2
673048071,"residential",4
674371523,"residential",2
674376387,"residential",6
674376388,"residential",4
175418941,"residential",5
673048075,"residential",4
673048079,"residential",1
673048080,"residential",1
673048082,"residential",2
673048083,"residential",2
673048086,"residential",4
673048103,"residential",2
673050941,"residential",1
673050943,"residential",1
673050946,"residential",0
673050949,"residential",1
673050952,"residential",2
673036927,"residential",4
673036929,"residential",2
673036930,"residential",5
255531282,"residential",8
673036931,"residential",4
673036932,"residential",1
673036934,"residential",0
673036935,"residential",0
673036936,"residential",1
673036937,"residential",1
673036938,"residential",2
673036939,"residential",1
673036940,"residential",1
673036951,"residential",6
673036952,"residential",1
673036953,"residential",1
673036954,"residential",2
673036966,"residential",0
673036972,"residential",1
673036975,"residential",0
673036978,"residential",0
673036980,"residential",0
673036984,"residential",0
673036987,"residential",0
673036994,"residential",1
673036995,"residential",4
673036997,"residential",2
673036998,"residential",2
673037000,"residential",1
673037001,"residential",2
673037002,"residential",2
673037004,"residential",4
673037006,"residential",2
673037007,"residential",2
673037008,"residential",5
673037010,"residential",1
673037011,"residential",4
673037012,"residential",4
673037016,"residential",2
673037017,"residential",2
673037019,"residential",2
673037020,"residential",2
673037021,"residential",2
673037023,"residential",4
673037024,"residential",2
673037026,"residential",5
673037027,"residential",5
673037029,"residential",6
673037030,"residential",4
673037031,"residential",4
673037032,"residential",1
673037033,"residential",2
673037035,"residential",4
673037036,"residential",2
673037038,"residential",2
673037040,"residential",2
673037041,"residential",5
673037042,"residential",1
673037043,"residential",6
673037044,"residential",4
673037045,"residential",5
673037046,"residential",2
673037048,"residential",2
673037049,"residential",4
673037050,"residential",4
673037051,"residential",1
673037052,"residential",4
673042908,"residential",2
673042909,"residential",1
673042910,"residential",2
673043004,"residential",4
673043008,"residential",2
673043009,"residential",7
673043010,"residential",2
673043011,"residential",2
673043012,"residential",2
673043013,"residential",1
673043014,"residential",2
673043015,"residential",2
673043016,"residential",2
673043021,"residential",2
673043022,"residential",2
673043023,"residential",1
673043024,"residential",4
673043027,"residential",5
673043029,"residential",5
673043032,"residential",1
673043033,"residential",5
673043034,"residential",1
673043035,"residential",2
673043042,"residential",4
673043043,"residential",2
673043044,"residential",2
673043046,"residential",1
673043047,"residential",1
673043048,"residential",2
673043050,"residential",1
673043051,"residential",0
673043064,"residential",1
673043069,"residential",2
673043070,"residential",1
673043071,"residential",2
673043072,"residential",4
673043073,"residential",4
673043074,"residential",4
673043075,"residential",1
673043076,"residential",1
673043078,"residential",1
673043080,"residential",1
673043081,"residential",1
673043082,"residential",2
673043083,"residential",2
673043084,"residential",2
673043085,"residential",6
673043086,"residential",5
673043087,"residential",4
673043089,"residential",2
673043094,"residential",1
673043095,"residential",1
674369927,"residential",4
674369921,"residential",2
674369922,"residential",4
674369923,"residential",1
674369924,"residential",1
674369926,"residential",1
674369928,"residential",5
674369929,"residential",2
674369939,"residential",2
674369943,"residential",4
674369944,"residential",4
674369945,"residential",2
674369946,"residential",2
674369947,"residential",2
674375547,"residential",1
674375548,"residential",0
674375549,"residential",1
340604904,"commercial",4
902733551,"commercial",1
340604905,"commercial",1
674375550,"residential",2
674375551,"residential",4
674375552,"residential",1
674375553,"residential",1
674375554,"residential",2
314723262,"residential",1
314723491,"residential",4
360998641,"residential",1
360999123,"residential",5
360999886,"residential",2
360999889,"residential",1
360999890,"residential",1
314723240,"residential",0
314723506,"residential",1
175260702,"residential",0
672831970,"residential",3
672831972,"residential",4
61426198,"residential",1
327383048,"residential",2
255531284,"residential",8
672831986,"residential",5
673047991,"residential",2
673047992,"residential",4
673047994,"residential",7
673047995,"residential",4
673048000,"residential",4
673048001,"residential",2
673048003,"residential",2
673048005,"residential",4
673048008,"residential",5
672831975,"residential",6
674365992,"residential",5
178497128,"residential",0
672831994,"residential",3
288207946,"residential",2
673048010,"residential",2
673048011,"residential",2
673048012,"residential",1
673048013,"residential",7
673048015,"residential",1
673048017,"residential",2
673048018,"residential",4
673048019,"residential",4
673048020,"residential",2
673048021,"residential",2
673048022,"residential",1
673048023,"residential",2
673048024,"residential",1
673048025,"residential",5
673048026,"residential",1
673048027,"residential",2
673048030,"residential",5
673048031,"residential",0
673048032,"residential",4
673048033,"residential",1
673048038,"residential",2
673048039,"residential",4
673048042,"residential",2
673048045,"residential",4
673048047,"residential",4
673050976,"residential",1
673050977,"residential",1
216615741,"commercial",12
673050978,"residential",4
673050980,"residential",2
673050982,"residential",1
673051020,"residential",1
673051022,"residential",1
673051023,"residential",4
673051025,"residential",4
673051036,"residential",4
673051037,"residential",1
673051039,"residential",1
673051040,"residential",1
673051042,"residential",1
673051043,"residential",1
673051046,"residential",2
673051047,"residential",4
673051048,"residential",4
673051049,"residential",4
673048046,"residential",2
673048049,"residential",5
673048050,"residential",2
673048051,"residential",4
673048054,"residential",4
673051050,"residential",1
673051051,"residential",2
673051052,"residential",2
673051053,"residential",2
673051054,"residential",1
673051055,"residential",4
674371524,"residential",4
674371525,"residential",2
674375581,"residential",4
674375582,"residential",1
674375583,"residential",5
673051056,"residential",4
673051057,"residential",2
673051058,"residential",1
673051059,"residential",4
526337202,"residential",0
526337204,"residential",3
526337206,"residential",3
526337209,"residential",2
526337211,"residential",3
526337214,"residential",3
526337218,"residential",0
672831997,"residential",0
672831998,"residential",2
672832000,"residential",3
672832006,"residential",2
672832007,"residential",2
673051060,"residential",4
673051061,"residential",5
673051062,"residential",2
673051063,"residential",2
673051064,"residential",2
673051068,"residential",1
673051069,"residential",2
673051070,"residential",5
340604906,"commercial",2
673051072,"residential",6
673051073,"residential",1
526337220,"residential",0
526337223,"residential",3
526337225,"residential",2
526337228,"residential",0
526337230,"residential",1
526337232,"residential",4
526337234,"residential",0
673034765,"residential",3
526337237,"residential",3
526337239,"residential",5
526337241,"residential",5
526337243,"residential",0
317906744,"residential",0
526337249,"residential",0
526337251,"residential",0
526337253,"residential",5
526337255,"residential",0
526337257,"residential",2
526337259,"residential",0
526337261,"residential",0
526337262,"residential",3
526337264,"residential",1
526337266,"residential",3
526337268,"residential",4
526337270,"residential",3
526337280,"residential",6
527411752,"residential",5
527411753,"residential",8
527411754,"residential",1
527411766,"residential",6
527411767,"residential",8
673051074,"residential",4
527411769,"residential",8
527411770,"residential",8
527411771,"residential",8
527411772,"residential",8
527411773,"residential",8
527411774,"residential",8
673051075,"residential",2
526337272,"residential",1
526337274,"residential",0
526337276,"residential",0
526337278,"residential",1
526337282,"residential",3
526337284,"residential",0
526337286,"residential",0
526337287,"residential",2
526337288,"residential",0
526337289,"residential",1
526337290,"residential",3
526337291,"residential",0
526337292,"residential",0
526337293,"residential",2
307070239,"residential",1
526337294,"residential",0
526337295,"residential",0
672832002,"residential",3
673051081,"residential",4
526337296,"residential",2
526337297,"residential",1
526337298,"residential",1
526337299,"residential",0
526337300,"residential",0
526337302,"residential",2
526337304,"residential",0
526337306,"residential",2
526624520,"residential",2
526624523,"residential",3
526624524,"residential",0
526624525,"residential",0
526624526,"residential",1
526624527,"residential",2
526624528,"residential",3
526624529,"residential",0
526624530,"residential",0
526624531,"residential",0
526624532,"residential",0
526624533,"residential",0
526624540,"residential",1
526624541,"residential",1
526624542,"residential",3
527411722,"residential",3
527411724,"residential",3
527411751,"residential",2
527411755,"residential",0
527411756,"residential",2
527411757,"residential",0
527411758,"residential",2
527411759,"residential",0
527411760,"residential",0
527411761,"residential",1
527411762,"residential",3
527411763,"residential",0
527411764,"residential",3
527411765,"residential",0
673051083,"residential",4
525496111,"residential",0
525496112,"residential",0
525496113,"residential",2
525496114,"residential",2
525496115,"residential",1
525496116,"residential",1
525496117,"residential",2
525496118,"residential",3
525496119,"residential",1
525496124,"residential",0
525496125,"residential",0
525496126,"residential",3
525496127,"residential",0
525496128,"residential",2
525496129,"residential",1
525496130,"residential",1
525496131,"residential",0
525496132,"residential",1
525496133,"residential",0
525496134,"residential",0
493805946,"residential",3
525496135,"residential",2
525496136,"residential",2
525496137,"residential",0
525496138,"residential",1
525496139,"residential",0
525496140,"residential",1
525496141,"residential",1
525496142,"residential",0
525496143,"residential",0
525496144,"residential",0
525496145,"residential",2
525496146,"residential",0
525496147,"residential",0
525496148,"residential",3
525496149,"residential",1
525496150,"residential",0
525496151,"residential",1
525496152,"residential",2
525496153,"residential",0
525496154,"residential",0
525496155,"residential",1
525496156,"residential",0
525496157,"residential",1
525496158,"residential",4
525496159,"residential",1
525496160,"residential",2
525496161,"residential",2
525496162,"residential",1
525496163,"residential",0
525496164,"residential",1
525496165,"residential",2
525496166,"residential",1
525496167,"residential",1
525496168,"residential",3
525496169,"residential",2
525496170,"residential",6
525496184,"residential",2
525496185,"residential",1
525496187,"residential",2
525496188,"residential",1
525496189,"residential",1
525496190,"residential",2
525496191,"residential",4
525496192,"residential",1
525496193,"residential",1
525496194,"residential",2
525496195,"residential",4
525496198,"residential",0
525496212,"residential",1
525496213,"residential",1
525496214,"residential",1
525496215,"residential",1
488790766,"residential",1
525496216,"residential",3
525496217,"residential",1
525496218,"residential",3
673051084,"residential",5
488493134,"residential",8
525496219,"residential",2
525496220,"residential",1
525496221,"residential",1
525496222,"residential",1
525496223,"residential",2
525496224,"residential",0
525496225,"residential",3
525496226,"residential",1
525496227,"residential",1
525496228,"residential",2
525496229,"residential",3
525496230,"residential",0
525496231,"residential",1
525496233,"residential",1
317906789,"residential",0
525496234,"residential",1
525496235,"residential",1
525496236,"residential",5
525496238,"residential",0
525496239,"residential",1
525496240,"residential",3
525496241,"residential",1
525496242,"residential",0
525496243,"residential",1
525496244,"residential",1
525496245,"residential",3
525496246,"residential",1
484662524,"residential",0
484662525,"residential",0
484662526,"residential",0
484662527,"residential",1
484662528,"residential",0
484662529,"residential",0
484662530,"residential",1
484662532,"residential",1
484662536,"residential",1
484662537,"residential",3
484662538,"residential",0
484662539,"residential",2
484662540,"residential",0
488493124,"residential",0
488493125,"residential",1
488493174,"residential",1
488493129,"residential",3
488493132,"residential",2
488493136,"residential",1
488493168,"residential",0
488493170,"residential",0
488493176,"residential",1
488493178,"residential",0
488493180,"residential",0
488493181,"residential",1
488493183,"residential",1
525496247,"residential",4
525496248,"residential",0
673051085,"residential",5
673051086,"residential",4
488493187,"residential",0
488493189,"residential",1
488493191,"residential",0
488493193,"residential",0
488493195,"residential",1
488493197,"residential",0
488493199,"residential",2
488493201,"residential",1
556541796,"residential",1
556541797,"residential",0
556541798,"residential",1
480565793,"residential",0
480565794,"residential",1
480565795,"residential",1
673051087,"residential",4
480565797,"residential",0
480565798,"residential",0
480565799,"residential",0
480565800,"residential",1
480565801,"residential",1
480565802,"residential",0
480565803,"residential",0
480565804,"residential",1
480565807,"residential",1
480565809,"residential",1
179237947,"residential",1
126986342,"residential",3
673280751,"residential",3
673280752,"residential",2
673051088,"residential",6
480565811,"residential",0
480565812,"residential",3
673280775,"residential",2
673061179,"residential",4
673061180,"residential",4
673061181,"residential",4
673061183,"residential",4
673061184,"residential",5
673061185,"residential",2
361376619,"commercial",0
190486318,"commercial",0
190486364,"commercial",0
247804667,"commercial",0
672824229,"commercial",0
197522687,"commercial",0
210625046,"commercial",0
209650976,"industrial",0
209650975,"industrial",0
105464043,"industrial",0
101569243,"industrial",0
446867453,"industrial",0
441650386,"industrial",0
317906439,"industrial",0
484761759,"residential",0
177655110,"residential",0
694008216,"residential",0
85445772,"residential",0
144788249,"residential",0
493805834,"residential",0
144794283,"residential",0
144786634,"residential",0
317906493,"residential",0
216651978,"residential",0
484662484,"commercial",0
307276530,"commercial",0
85445769,"commercial",0
672821880,"commercial",0
527411745,"industrial",0
209650977,"industrial",0
190486288,"industrial",0
179776079,"industrial",0
480565813,"residential",2
480565814,"residential",0
480565815,"residential",0
480565816,"residential",0
480565817,"residential",1
673051089,"residential",5
480565819,"residential",1
480565820,"residential",3
480565821,"residential",0
480565822,"residential",1
179648351,"residential",0
213556761,"residential",0
480135864,"residential",0
484662485,"commercial",0
307276539,"commercial",0
672824153,"commercial",0
85445854,"commercial",0
672824161,"commercial",0
672824162,"commercial",0
178153967,"commercial",0
179837176,"industrial",0
56019494,"industrial",0
317907354,"industrial",0
317938361,"industrial",0
480565823,"residential",2
480565824,"residential",2
480565825,"residential",2
480565826,"residential",3
480565828,"residential",0
673051090,"residential",2
480565830,"residential",3
480565831,"residential",2
480565832,"residential",1
480565833,"residential",1
480565834,"residential",2
480565835,"residential",2
480565836,"residential",0
480565837,"residential",0
480565838,"residential",0
157894062,"residential",0
144788251,"residential",0
92469487,"residential",0
674369954,"residential",0
290567707,"residential",0
928492346,"residential",0
484662481,"commercial",0
361506463,"commercial",0
118603952,"commercial",0
108331849,"commercial",0
527411746,"industrial",0
305888136,"industrial",0
179776081,"industrial",0
527411727,"industrial",0
190486392,"industrial",0
441650389,"industrial",0
317938360,"industrial",0
480565839,"residential",0
480565840,"residential",0
480565841,"residential",0
673051091,"residential",5
480565842,"residential",0
480565843,"residential",1
480565844,"residential",0
480565845,"residential",0
480565846,"residential",0
480565847,"residential",1
480565848,"residential",1
480565850,"residential",0
480565851,"residential",2
85445835,"residential",0
535392804,"residential",0
692928872,"residential",0
673036967,"residential",0
673034776,"residential",0
105479026,"residential",0
672824155,"commercial",0
290567689,"commercial",0
85445798,"commercial",0
290567698,"commercial",0
527411743,"industrial",0
179776071,"industrial",0
179776084,"industrial",0
56019479,"industrial",0
527411717,"industrial",0
190486248,"industrial",0
210182981,"industrial",0
480565852,"residential",1
480565853,"residential",0
480565854,"residential",0
480565855,"residential",2
480565856,"residential",1
480565857,"residential",0
480565858,"residential",2
480565859,"residential",0
480565860,"residential",0
480565861,"residential",0
290567700,"residential",0
930498706,"residential",0
535392812,"residential",0
85445871,"residential",0
290567692,"residential",0
317907305,"residential",0
488790832,"residential",0
175260701,"residential",0
361506464,"commercial",0
190486273,"commercial",0
151705228,"commercial",0
361376617,"commercial",0
190486337,"commercial",0
100656007,"commercial",0
527411741,"industrial",0
527411747,"industrial",0
285741298,"industrial",0
56019496,"industrial",0
527411726,"industrial",0
441650390,"industrial",0
317938359,"industrial",0
480565862,"residential",0
480565863,"residential",1
480565864,"residential",1
480565865,"residential",0
480565866,"residential",0
480565867,"residential",3
319736798,"residential",0
85445785,"residential",0
237916759,"residential",0
144794277,"residential",0
791469693,"residential",0
177654522,"residential",0
673048029,"residential",0
85445851,"commercial",0
361506450,"commercial",0
35151589,"commercial",0
126868706,"commercial",0
527411748,"industrial",0
527411734,"industrial",0
317906688,"industrial",0
317906919,"industrial",0
480565868,"residential",1
480565869,"residential",2
480565870,"residential",0
480565871,"residential",0
480565872,"residential",0
481072029,"residential",2
481072030,"residential",0
481072031,"residential",2
481072032,"residential",2
481072033,"residential",1
481072034,"residential",1
481072036,"residential",1
481072066,"residential",0
481072040,"residential",1
481072041,"residential",3
481072042,"residential",1
481072043,"residential",2
481072044,"residential",0
481072045,"residential",0
481072046,"residential",0
481072047,"residential",0
481072048,"residential",0
481072049,"residential",0
481072050,"residential",1
144786636,"residential",0
673034782,"residential",0
208876053,"residential",0
527411714,"commercial",0
672821797,"commercial",0
672821879,"commercial",0
85314566,"commercial",0
85314577,"commercial",0
85314589,"commercial",0
512766523,"commercial",0
175422501,"commercial",0
216615745,"commercial",0
190486367,"commercial",0
210625991,"commercial",0
190486378,"commercial",0
197522694,"commercial",0
179837175,"industrial",0
190486343,"industrial",0
446867452,"industrial",0
317906146,"industrial",0
317906745,"industrial",0
481072051,"residential",1
481072054,"residential",1
481072055,"residential",0
481072057,"residential",3
481072058,"residential",0
481072059,"residential",2
481072060,"residential",0
481072061,"residential",2
481072062,"residential",1
481072063,"residential",1
240657346,"residential",0
317906779,"residential",0
208876056,"residential",0
159866413,"residential",0
184415674,"residential",0
441650383,"industrial",0
484662517,"commercial",0
488790761,"commercial",0
307276533,"commercial",0
179647681,"commercial",0
190486352,"industrial",0
441650388,"industrial",0
481072064,"residential",1
481072065,"residential",1
481072067,"residential",1
481072068,"residential",1
481072071,"residential",0
481072072,"residential",0
481072073,"residential",0
481072074,"residential",1
481072075,"residential",2
481072076,"residential",0
481072077,"residential",0
481072078,"residential",0
481072079,"residential",2
481072080,"residential",0
481072081,"residential",2
481072083,"residential",3
481072084,"residential",0
481072085,"residential",0
481072086,"residential",1
481072087,"residential",1
481072088,"residential",1
673280811,"residential",0
673034784,"residential",0
671768472,"residential",0
179646613,"commercial",0
85445781,"commercial",0
370381366,"commercial",0
672821873,"commercial",0
190486327,"commercial",0
190486404,"commercial",0
672821802,"commercial",0
247804665,"commercial",0
351695909,"commercial",0
85314573,"commercial",0
178153962,"commercial",0
197520606,"commercial",0
237907984,"residential",0
512595996,"commercial",0
85445803,"commercial",0
527411750,"industrial",0
441650380,"industrial",0
209650978,"industrial",0
179776085,"industrial",0
179776074,"industrial",0
317906240,"industrial",0
317907117,"industrial",0
481072089,"residential",3
481072090,"residential",0
481072091,"residential",0
481072092,"residential",0
481072093,"residential",0
481072094,"residential",3
481072095,"residential",1
481072096,"residential",3
481072098,"residential",1
481072099,"residential",0
481072100,"residential",2
930498705,"residential",0
179238333,"residential",0
683975232,"residential",0
673037060,"residential",0
85314638,"residential",0
317906412,"residential",0
317906199,"residential",0
527411738,"industrial",0
27596204,"commercial",0
488790762,"commercial",0
179647680,"commercial",0
361506453,"commercial",0
361506471,"commercial",0
527411742,"industrial",0
441650379,"industrial",0
441650381,"industrial",0
527411725,"industrial",0
527411735,"industrial",0
326685413,"residential",1
326685415,"residential",0
481072101,"residential",0
481072103,"residential",0
481072126,"residential",6
481072102,"residential",6
481072069,"residential",8
481072070,"residential",8
525496251,"residential",1
525496252,"residential",1
525496253,"residential",0
525496254,"residential",0
326683672,"residential",2
326685414,"residential",0
326685416,"residential",0
144794278,"residential",0
480330791,"residential",0
673037059,"residential",0
493805823,"residential",0
92469478,"residential",0
527411744,"industrial",0
481072123,"residential",1
257696877,"commercial",0
441650385,"industrial",0
190486382,"industrial",0
190486302,"industrial",0
317906192,"industrial",0
179776076,"industrial",0
672832043,"residential",2
100655998,"residential",1
481072104,"residential",2
326686675,"residential",3
326686676,"residential",1
326686677,"residential",1
326683675,"residential",4
317906363,"residential",0
525496255,"residential",0
525496256,"residential",0
482187874,"residential",1
481072105,"residential",1
481072106,"residential",0
481072107,"residential",1
481072108,"residential",1
481072109,"residential",0
481072110,"residential",1
481072111,"residential",0
481072112,"residential",1
481072113,"residential",2
481072114,"residential",1
481072115,"residential",2
317907146,"residential",1
126992247,"residential",0
144788238,"residential",0
126992245,"residential",0
902733547,"residential",0
